,lexisCite,term,justice,justiceName,direction,majority,majVotes,minVotes,issueArea,decisionDirection,caseOriginState,precedentAlteration,lawType
58811,1991 U.S. LEXIS 7062,1991,108,CThomas,1,2,9,0,9,1,12,0,5
58946,1992 U.S. LEXIS 378,1991,108,CThomas,1,2,9,0,1,1,17,0,2
59090,1992 U.S. LEXIS 1536,1991,108,CThomas,1,1,8,1,3,2,9,0,2
59099,1992 U.S. LEXIS 1535,1991,108,CThomas,2,2,9,0,8,2,27,0,1
59243,1992 U.S. LEXIS 2115,1991,108,CThomas,2,2,9,0,4,2,6,0,2
59279,1992 U.S. LEXIS 2549,1991,108,CThomas,2,2,9,0,10,2,20,0,6
59342,1992 U.S. LEXIS 2703,1991,108,CThomas,1,1,5,4,4,2,22,0,2
59351,1992 U.S. LEXIS 2701,1991,108,CThomas,1,1,7,2,1,2,33,0,2
59414,1992 U.S. LEXIS 3123,1991,108,CThomas,1,2,8,1,8,1,39,1,2
59423,1992 U.S. LEXIS 3253,1991,108,CThomas,1,2,8,1,8,1,1,0,1
59477,1992 U.S. LEXIS 3403,1991,108,CThomas,1,1,5,4,1,2,12,0,2
59513,1992 U.S. LEXIS 3541,1991,108,CThomas,2,2,9,0,9,2,31,0,2
59540,1992 U.S. LEXIS 3548,1991,108,CThomas,1,1,6,3,1,2,17,0,2
59558,1992 U.S. LEXIS 3682,1991,108,CThomas,2,1,5,4,8,1,35,0,1
59567,1992 U.S. LEXIS 3688,1991,108,CThomas,2,2,8,1,8,2,6,0,2
59576,1992 U.S. LEXIS 3687,1991,108,CThomas,2,2,7,2,2,2,13,0,2
59585,1992 U.S. LEXIS 3685,1991,108,CThomas,1,2,7,2,8,1,19,0,1
59621,1992 U.S. LEXIS 3694,1991,108,CThomas,2,2,6,3,8,2,58,0,6
59666,1992 U.S. LEXIS 3863,1991,108,CThomas,2,2,9,0,3,2,28,0,2
59675,1992 U.S. LEXIS 3696,1991,108,CThomas,1,2,7,2,4,1,6,0,2
59783,1992 U.S. LEXIS 4537,1991,108,CThomas,1,2,6,2,4,1,48,0,2
59792,1992 U.S. LEXIS 4750,1991,108,CThomas,2,2,6,3,1,2,12,0,2
59819,1992 U.S. LEXIS 7011,1992,108,CThomas,1,2,8,0,9,1,31,0,5
60071,1993 U.S. LEXIS 1781,1992,108,CThomas,1,2,7,2,1,1,27,0,6
60080,1993 U.S. LEXIS 1778,1992,108,CThomas,2,2,8,1,8,2,50,0,1
60260,1993 U.S. LEXIS 2555,1992,108,CThomas,2,2,9,0,2,2,23,0,6
60368,1993 U.S. LEXIS 3125,1992,108,CThomas,2,2,9,0,10,2,16,0,6
60458,1993 U.S. LEXIS 3191,1992,108,CThomas,2,2,9,0,3,2,46,0,2
60521,1993 U.S. LEXIS 3741,1992,108,CThomas,2,2,9,0,1,2,22,0,2
60566,1993 U.S. LEXIS 4018,1992,108,CThomas,1,2,9,0,1,1,28,0,2
60620,1993 U.S. LEXIS 4024,1992,108,CThomas,1,2,9,0,3,1,58,0,2
60710,1993 U.S. LEXIS 4212,1992,108,CThomas,2,2,7,2,10,2,55,0,8
60773,1993 U.S. LEXIS 4398,1992,108,CThomas,1,2,5,4,1,1,51,0,2
60800,1993 U.S. LEXIS 4403,1992,108,CThomas,2,2,6,3,8,2,57,0,2
60854,1993 U.S. LEXIS 4405,1992,108,CThomas,1,1,5,4,1,2,10,1,2
61077,1994 U.S. LEXIS 1869,1993,108,CThomas,1,2,7,2,2,1,52,0,6
61078,1994 U.S. LEXIS 1869,1993,109,RBGinsburg,1,2,7,2,2,1,52,0,6
61086,1994 U.S. LEXIS 1870,1993,108,CThomas,2,1,7,2,10,1,22,0,3
61087,1994 U.S. LEXIS 1870,1993,109,RBGinsburg,1,2,7,2,10,1,22,0,3
61149,1994 U.S. LEXIS 2490,1993,108,CThomas,1,2,7,2,1,1,32,0,2
61150,1994 U.S. LEXIS 2490,1993,109,RBGinsburg,1,2,7,2,1,1,32,0,2
61176,1994 U.S. LEXIS 2659,1993,108,CThomas,1,2,7,2,8,1,43,0,1
61177,1994 U.S. LEXIS 2659,1993,109,RBGinsburg,1,2,7,2,8,1,43,0,1
61194,1994 U.S. LEXIS 3121,1993,108,CThomas,1,1,6,3,2,2,1,0,2
61195,1994 U.S. LEXIS 3121,1993,109,RBGinsburg,2,2,6,3,2,2,1,0,2
61257,1994 U.S. LEXIS 3293,1993,108,CThomas,2,2,9,0,1,2,6,0,2
61258,1994 U.S. LEXIS 3293,1993,109,RBGinsburg,2,2,9,0,1,2,6,0,2
61311,1994 U.S. LEXIS 3477,1993,108,CThomas,1,2,6,3,8,1,37,0,1
61312,1994 U.S. LEXIS 3477,1993,109,RBGinsburg,1,2,6,3,8,1,37,0,1
61383,1994 U.S. LEXIS 3774,1993,108,CThomas,1,2,9,0,8,1,30,0,1
61384,1994 U.S. LEXIS 3774,1993,109,RBGinsburg,1,2,9,0,8,1,30,0,1
61419,1994 U.S. LEXIS 4271,1993,108,CThomas,1,1,7,2,8,2,56,0,3
61420,1994 U.S. LEXIS 4271,1993,109,RBGinsburg,2,2,7,2,8,2,56,0,3
61473,1994 U.S. LEXIS 4585,1993,108,CThomas,1,2,5,4,1,1,42,0,2
61474,1994 U.S. LEXIS 4585,1993,109,RBGinsburg,2,1,5,4,1,1,42,0,2
61500,1994 U.S. LEXIS 4447,1993,108,CThomas,1,2,9,0,2,1,37,0,6
61501,1994 U.S. LEXIS 4447,1993,109,RBGinsburg,1,2,9,0,2,1,37,0,6
61536,1994 U.S. LEXIS 4443,1993,108,CThomas,2,2,7,2,6,2,12,0,2
61537,1994 U.S. LEXIS 4443,1993,109,RBGinsburg,2,2,7,2,6,2,12,0,2
61545,1994 U.S. LEXIS 4640,1993,108,CThomas,1,1,7,2,1,2,48,0,2
61546,1994 U.S. LEXIS 4640,1993,109,RBGinsburg,2,2,7,2,1,2,48,0,2
61554,1994 U.S. LEXIS 4638,1993,108,CThomas,2,2,7,2,8,2,26,0,1
61555,1994 U.S. LEXIS 4638,1993,109,RBGinsburg,2,2,7,2,8,2,26,0,1
61572,1994 U.S. LEXIS 4670,1993,108,CThomas,1,2,9,0,10,1,15,0,3
61573,1994 U.S. LEXIS 4670,1993,109,RBGinsburg,1,2,9,0,10,1,15,0,3
61590,1994 U.S. LEXIS 4642,1993,108,CThomas,1,1,7,2,8,2,6,0,1
61591,1994 U.S. LEXIS 4642,1993,109,RBGinsburg,2,2,7,2,8,2,6,0,1
61608,1994 U.S. LEXIS 4826,1993,108,CThomas,1,2,5,4,4,1,43,0,2
61609,1994 U.S. LEXIS 4826,1993,109,RBGinsburg,2,1,5,4,4,1,43,0,2
61617,1994 U.S. LEXIS 4825,1993,108,CThomas,1,2,7,2,8,1,43,0,2
61618,1994 U.S. LEXIS 4825,1993,109,RBGinsburg,2,1,7,2,8,1,43,0,2
61689,1994 U.S. LEXIS 4830,1993,108,CThomas,1,1,6,3,3,2,37,0,2
61690,1994 U.S. LEXIS 4830,1993,109,RBGinsburg,2,2,6,3,3,2,37,0,2
61698,1994 U.S. LEXIS 5087,1993,108,CThomas,1,1,6,3,5,2,12,0,2
61699,1994 U.S. LEXIS 5087,1993,109,RBGinsburg,2,2,6,3,5,2,12,0,2
61734,1994 U.S. LEXIS 5084,1993,108,CThomas,1,2,8,1,1,1,6,0,2
61735,1994 U.S. LEXIS 5084,1993,109,RBGinsburg,1,2,8,1,1,1,6,0,2
61814,1994 U.S. LEXIS 8789,1994,108,CThomas,1,2,9,0,8,1,13,0,2
61815,1994 U.S. LEXIS 8789,1994,109,RBGinsburg,1,2,9,0,8,1,13,0,2
61816,1994 U.S. LEXIS 8789,1994,110,SGBreyer,1,2,9,0,8,1,13,0,2
61832,1994 U.S. LEXIS 8802,1994,108,CThomas,1,2,9,0,10,1,32,0,6
61833,1994 U.S. LEXIS 8802,1994,109,RBGinsburg,1,2,9,0,10,1,32,0,6
61834,1994 U.S. LEXIS 8802,1994,110,SGBreyer,1,2,9,0,10,1,32,0,6
61877,1995 U.S. LEXIS 690,1994,108,CThomas,1,1,5,3,10,2,17,0,6
61878,1995 U.S. LEXIS 690,1994,109,RBGinsburg,2,2,5,3,10,2,17,0,6
61879,1995 U.S. LEXIS 690,1994,110,SGBreyer,2,2,5,3,10,2,17,0,6
61895,1995 U.S. LEXIS 689,1994,108,CThomas,1,1,7,2,10,2,1,0,6
61896,1995 U.S. LEXIS 689,1994,109,RBGinsburg,2,2,7,2,10,2,1,0,6
61897,1995 U.S. LEXIS 689,1994,110,SGBreyer,2,2,7,2,10,2,1,0,6
61967,1995 U.S. LEXIS 1623,1994,108,CThomas,1,2,8,1,1,1,1,0,2
61968,1995 U.S. LEXIS 1623,1994,109,RBGinsburg,1,2,8,1,1,1,1,0,2
61969,1995 U.S. LEXIS 1623,1994,110,SGBreyer,1,2,8,1,1,1,1,0,2
62003,1995 U.S. LEXIS 1806,1994,108,CThomas,1,2,7,2,1,1,4,0,5
62004,1995 U.S. LEXIS 1806,1994,109,RBGinsburg,2,1,7,2,1,1,4,0,5
62005,1995 U.S. LEXIS 1806,1994,110,SGBreyer,1,2,7,2,1,1,4,0,5
62093,1995 U.S. LEXIS 2544,1994,108,CThomas,1,2,8,1,2,1,6,0,4
62094,1995 U.S. LEXIS 2544,1994,109,RBGinsburg,1,2,8,1,2,1,6,0,4
62095,1995 U.S. LEXIS 2544,1994,110,SGBreyer,1,2,8,1,2,1,6,0,4
62147,1995 U.S. LEXIS 2847,1994,108,CThomas,2,2,7,2,3,2,41,0,2
62148,1995 U.S. LEXIS 2847,1994,109,RBGinsburg,2,2,7,2,3,2,41,0,2
62149,1995 U.S. LEXIS 2847,1994,110,SGBreyer,2,2,7,2,3,2,41,0,2
62255,1995 U.S. LEXIS 3182,1994,108,CThomas,2,2,9,0,4,2,41,0,1
62256,1995 U.S. LEXIS 3182,1994,109,RBGinsburg,2,2,9,0,4,2,41,0,1
62257,1995 U.S. LEXIS 3182,1994,110,SGBreyer,2,2,9,0,4,2,41,0,1
62273,1995 U.S. LEXIS 3487,1994,108,CThomas,1,1,5,4,10,2,5,0,1
62274,1995 U.S. LEXIS 3487,1994,109,RBGinsburg,2,2,5,4,10,2,5,0,1
62275,1995 U.S. LEXIS 3487,1994,110,SGBreyer,2,2,5,4,10,2,5,0,1
62282,1995 U.S. LEXIS 3464,1994,108,CThomas,2,2,9,0,1,2,5,0,2
62283,1995 U.S. LEXIS 3464,1994,109,RBGinsburg,2,2,9,0,1,2,5,0,2
62284,1995 U.S. LEXIS 3464,1994,110,SGBreyer,2,2,9,0,1,2,5,0,2
62480,1995 U.S. LEXIS 4050,1994,108,CThomas,2,2,9,0,3,2,26,0,2
62481,1995 U.S. LEXIS 4050,1994,109,RBGinsburg,2,2,9,0,3,2,26,0,2
62482,1995 U.S. LEXIS 4050,1994,110,SGBreyer,2,2,9,0,3,2,26,0,2
62489,1995 U.S. LEXIS 4049,1994,108,CThomas,1,2,9,0,9,1,42,0,3
62490,1995 U.S. LEXIS 4049,1994,109,RBGinsburg,1,2,9,0,9,1,42,0,3
62491,1995 U.S. LEXIS 4049,1994,110,SGBreyer,1,2,9,0,9,1,42,0,3
62777,1996 U.S. LEXIS 1379,1995,108,CThomas,1,2,9,0,8,1,38,1,1
62778,1996 U.S. LEXIS 1379,1995,109,RBGinsburg,1,2,9,0,8,1,38,1,1
62779,1996 U.S. LEXIS 1379,1995,110,SGBreyer,1,2,9,0,8,1,38,1,1
62822,1996 U.S. LEXIS 1552,1995,108,CThomas,1,2,9,0,8,1,17,0,6
62823,1996 U.S. LEXIS 1552,1995,109,RBGinsburg,1,2,9,0,8,1,17,0,6
62824,1996 U.S. LEXIS 1552,1995,110,SGBreyer,1,2,9,0,8,1,17,0,6
62849,1996 U.S. LEXIS 1565,1995,108,CThomas,1,2,5,4,4,1,27,0,2
62850,1996 U.S. LEXIS 1565,1995,109,RBGinsburg,1,2,5,4,4,1,27,0,2
62851,1996 U.S. LEXIS 1565,1995,110,SGBreyer,2,1,5,4,4,1,27,0,2
62966,1996 U.S. LEXIS 2649,1995,108,CThomas,2,2,9,0,4,2,42,0,2
62967,1996 U.S. LEXIS 2649,1995,109,RBGinsburg,2,2,9,0,4,2,42,0,2
62968,1996 U.S. LEXIS 2649,1995,110,SGBreyer,2,2,9,0,4,2,42,0,2
63038,1996 U.S. LEXIS 3390,1995,108,CThomas,2,1,5,4,8,1,1,0,2
63039,1996 U.S. LEXIS 3390,1995,109,RBGinsburg,2,1,5,4,8,1,1,0,2
63040,1996 U.S. LEXIS 3390,1995,110,SGBreyer,1,2,5,4,8,1,1,0,2
63047,1996 U.S. LEXIS 3245,1995,108,CThomas,1,1,6,3,5,2,7,0,2
63048,1996 U.S. LEXIS 3245,1995,109,RBGinsburg,2,2,6,3,5,2,7,0,2
63049,1996 U.S. LEXIS 3245,1995,110,SGBreyer,2,2,6,3,5,2,7,0,2
63065,1996 U.S. LEXIS 3244,1995,108,CThomas,1,1,8,1,10,2,31,0,6
63066,1996 U.S. LEXIS 3244,1995,109,RBGinsburg,2,2,8,1,10,2,31,0,6
63067,1996 U.S. LEXIS 3244,1995,110,SGBreyer,2,2,8,1,10,2,31,0,6
63092,1996 U.S. LEXIS 3594,1995,108,CThomas,1,2,9,0,9,1,6,0,6
63093,1996 U.S. LEXIS 3594,1995,109,RBGinsburg,1,2,9,0,9,1,6,0,6
63094,1996 U.S. LEXIS 3594,1995,110,SGBreyer,1,2,9,0,9,1,6,0,6
63119,1996 U.S. LEXIS 3721,1995,108,CThomas,2,2,9,0,4,2,1,0,2
63120,1996 U.S. LEXIS 3721,1995,109,RBGinsburg,2,2,9,0,4,2,1,0,2
63121,1996 U.S. LEXIS 3721,1995,110,SGBreyer,2,2,9,0,4,2,1,0,2
63200,1996 U.S. LEXIS 3878,1995,108,CThomas,1,2,5,4,4,1,31,0,2
63201,1996 U.S. LEXIS 3878,1995,109,RBGinsburg,1,2,5,4,4,1,31,0,2
63202,1996 U.S. LEXIS 3878,1995,110,SGBreyer,2,1,5,4,4,1,31,0,2
63389,1996 U.S. LEXIS 4268,1995,108,CThomas,1,2,7,2,1,1,45,0,2
63390,1996 U.S. LEXIS 4268,1995,109,RBGinsburg,2,1,7,2,1,1,45,0,2
63391,1996 U.S. LEXIS 4268,1995,110,SGBreyer,1,2,7,2,1,1,45,0,2
63434,1996 U.S. LEXIS 6971,1996,108,CThomas,1,2,8,1,1,1,41,0,2
63435,1996 U.S. LEXIS 6971,1996,109,RBGinsburg,1,2,8,1,1,1,41,0,2
63436,1996 U.S. LEXIS 6971,1996,110,SGBreyer,1,2,8,1,1,1,41,0,2
63479,1996 U.S. LEXIS 7647,1996,108,CThomas,1,1,6,3,2,2,29,0,2
63480,1996 U.S. LEXIS 7647,1996,109,RBGinsburg,2,2,6,3,2,2,29,0,2
63481,1996 U.S. LEXIS 7647,1996,110,SGBreyer,2,2,6,3,2,2,29,0,2
63488,1996 U.S. LEXIS 7648,1996,108,CThomas,1,2,9,0,9,1,13,0,3
63489,1996 U.S. LEXIS 7648,1996,109,RBGinsburg,1,2,9,0,9,1,13,0,3
63490,1996 U.S. LEXIS 7648,1996,110,SGBreyer,1,2,9,0,9,1,13,0,3
63560,1997 U.S. LEXIS 692,1996,108,CThomas,2,2,8,1,8,2,41,0,1
63561,1997 U.S. LEXIS 692,1996,109,RBGinsburg,2,2,8,1,8,2,41,0,1
63562,1997 U.S. LEXIS 692,1996,110,SGBreyer,2,2,8,1,8,2,41,0,1
63614,1997 U.S. LEXIS 1271,1996,108,CThomas,1,2,7,2,1,1,25,0,2
63615,1997 U.S. LEXIS 1271,1996,109,RBGinsburg,1,2,7,2,1,1,25,0,2
63616,1997 U.S. LEXIS 1271,1996,110,SGBreyer,1,2,7,2,1,1,25,0,2
63695,1997 U.S. LEXIS 1490,1996,108,CThomas,1,2,9,0,9,1,1,0,5
63696,1997 U.S. LEXIS 1490,1996,109,RBGinsburg,1,2,9,0,9,1,1,0,5
63697,1997 U.S. LEXIS 1490,1996,110,SGBreyer,1,2,9,0,9,1,1,0,5
63803,1997 U.S. LEXIS 2794,1996,108,CThomas,1,2,9,0,1,1,58,0,2
63804,1997 U.S. LEXIS 2794,1996,109,RBGinsburg,1,2,9,0,1,1,58,0,2
63805,1997 U.S. LEXIS 2794,1996,110,SGBreyer,1,2,9,0,1,1,58,0,2
63875,1997 U.S. LEXIS 3227,1996,108,CThomas,1,1,5,4,8,2,23,0,1
63876,1997 U.S. LEXIS 3227,1996,109,RBGinsburg,1,1,5,4,8,2,23,0,1
63877,1997 U.S. LEXIS 3227,1996,110,SGBreyer,2,2,5,4,8,2,23,0,1
64001,1997 U.S. LEXIS 3547,1996,108,CThomas,1,2,9,0,10,1,16,0,3
64002,1997 U.S. LEXIS 3547,1996,109,RBGinsburg,1,2,9,0,10,1,16,0,3
64003,1997 U.S. LEXIS 3547,1996,110,SGBreyer,1,2,9,0,10,1,16,0,3
64127,1997 U.S. LEXIS 3999,1996,108,CThomas,1,2,5,4,4,1,20,0,2
64128,1997 U.S. LEXIS 3999,1996,109,RBGinsburg,2,1,5,4,4,1,20,0,2
64129,1997 U.S. LEXIS 3999,1996,110,SGBreyer,2,1,5,4,4,1,20,0,2
64316,1997 U.S. LEXIS 7494,1997,108,CThomas,1,2,8,1,9,1,1,0,6
64317,1997 U.S. LEXIS 7494,1997,109,RBGinsburg,1,2,8,1,9,1,1,0,6
64318,1997 U.S. LEXIS 7494,1997,110,SGBreyer,1,2,8,1,9,1,1,0,6
64424,1998 U.S. LEXIS 637,1997,108,CThomas,1,2,6,3,8,1,37,0,1
64425,1998 U.S. LEXIS 637,1997,109,RBGinsburg,2,1,6,3,8,1,37,0,1
64426,1998 U.S. LEXIS 637,1997,110,SGBreyer,1,2,6,3,8,1,37,0,1
64469,1998 U.S. LEXIS 837,1997,108,CThomas,1,2,9,0,8,1,12,0,2
64470,1998 U.S. LEXIS 837,1997,109,RBGinsburg,1,2,9,0,8,1,12,0,2
64471,1998 U.S. LEXIS 837,1997,110,SGBreyer,1,2,9,0,8,1,12,0,2
64712,1998 U.S. LEXIS 2787,1997,108,CThomas,1,1,7,2,2,2,22,0,1
64713,1998 U.S. LEXIS 2787,1997,109,RBGinsburg,2,2,7,2,2,2,22,0,1
64714,1998 U.S. LEXIS 2787,1997,110,SGBreyer,2,2,7,2,2,2,22,0,1
64721,1998 U.S. LEXIS 2785,1997,108,CThomas,1,2,9,0,8,1,12,0,6
64722,1998 U.S. LEXIS 2785,1997,109,RBGinsburg,1,2,9,0,8,1,12,0,6
64723,1998 U.S. LEXIS 2785,1997,110,SGBreyer,1,2,9,0,8,1,12,0,6
64757,1998 U.S. LEXIS 2965,1997,108,CThomas,1,2,9,0,12,1,45,0,6
64758,1998 U.S. LEXIS 2965,1997,109,RBGinsburg,1,2,9,0,12,1,45,0,6
64759,1998 U.S. LEXIS 2965,1997,110,SGBreyer,1,2,9,0,12,1,45,0,6
64973,1998 U.S. LEXIS 3878,1997,108,CThomas,1,2,9,0,1,1,36,0,1
64974,1998 U.S. LEXIS 3878,1997,109,RBGinsburg,1,2,9,0,1,1,36,0,1
64975,1998 U.S. LEXIS 3878,1997,110,SGBreyer,1,2,9,0,1,1,36,0,1
65063,1998 U.S. LEXIS 4037,1997,108,CThomas,1,2,5,4,1,1,45,0,2
65064,1998 U.S. LEXIS 4037,1997,109,RBGinsburg,2,1,5,4,1,1,45,0,2
65065,1998 U.S. LEXIS 4037,1997,110,SGBreyer,2,1,5,4,1,1,45,0,2
65135,1998 U.S. LEXIS 4218,1997,108,CThomas,1,2,5,4,1,1,6,0,2
65136,1998 U.S. LEXIS 4218,1997,109,RBGinsburg,2,1,5,4,1,1,6,0,2
65137,1998 U.S. LEXIS 4218,1997,110,SGBreyer,1,2,5,4,1,1,6,0,2
65207,1998 U.S. LEXIS 7844,1998,108,CThomas,1,2,6,3,1,1,28,0,2
65208,1998 U.S. LEXIS 7844,1998,109,RBGinsburg,2,1,6,3,1,1,28,0,2
65209,1998 U.S. LEXIS 7844,1998,110,SGBreyer,1,2,6,3,1,1,28,0,2
65216,1998 U.S. LEXIS 8068,1998,108,CThomas,2,2,9,0,1,2,19,0,2
65217,1998 U.S. LEXIS 8068,1998,109,RBGinsburg,2,2,9,0,1,2,19,0,2
65218,1998 U.S. LEXIS 8068,1998,110,SGBreyer,2,2,9,0,1,2,19,0,2
65477,1999 U.S. LEXIS 2144,1998,108,CThomas,1,2,8,0,7,1,41,0,2
65478,1999 U.S. LEXIS 2144,1998,109,RBGinsburg,1,2,8,0,7,1,41,0,2
65479,1999 U.S. LEXIS 2144,1998,110,SGBreyer,1,2,8,0,7,1,41,0,2
65486,1999 U.S. LEXIS 2181,1998,108,CThomas,1,2,8,1,2,1,12,0,4
65487,1999 U.S. LEXIS 2181,1998,109,RBGinsburg,1,2,8,1,2,1,12,0,4
65488,1999 U.S. LEXIS 2181,1998,110,SGBreyer,1,2,8,1,2,1,12,0,4
65504,1999 U.S. LEXIS 2188,1998,108,CThomas,1,2,9,0,8,1,1,0,1
65505,1999 U.S. LEXIS 2188,1998,109,RBGinsburg,1,2,9,0,8,1,1,0,1
65506,1999 U.S. LEXIS 2188,1998,110,SGBreyer,1,2,9,0,8,1,1,0,1
65558,1999 U.S. LEXIS 2347,1998,108,CThomas,1,2,6,3,1,1,59,0,2
65559,1999 U.S. LEXIS 2347,1998,109,RBGinsburg,2,1,6,3,1,1,59,0,2
65560,1999 U.S. LEXIS 2347,1998,110,SGBreyer,1,2,6,3,1,1,59,0,2
65666,1999 U.S. LEXIS 3172,1998,108,CThomas,1,2,7,2,1,1,12,0,2
65667,1999 U.S. LEXIS 3172,1998,109,RBGinsburg,2,1,7,2,1,1,12,0,2
65668,1999 U.S. LEXIS 3172,1998,110,SGBreyer,1,2,7,2,1,1,12,0,2
65792,1999 U.S. LEXIS 4005,1998,108,CThomas,1,1,6,3,4,2,17,0,2
65793,1999 U.S. LEXIS 4005,1998,109,RBGinsburg,2,2,6,3,4,2,17,0,2
65794,1999 U.S. LEXIS 4005,1998,110,SGBreyer,2,2,6,3,4,2,17,0,2
65801,1999 U.S. LEXIS 4006,1998,108,CThomas,2,2,9,0,1,2,55,0,2
