,lexisCite,term,justice,justiceName,direction,majority,majVotes,minVotes,issueArea,decisionDirection,caseOriginState,precedentAlteration,lawType
75919,2013 U.S. LEXIS 2542,2012,114,EKagan,2,2,5,4,1,2,12,0,2
75974,2013 U.S. LEXIS 3160,2012,111,JGRoberts,1,1,5,4,1,2,30,0,2
75977,2013 U.S. LEXIS 3160,2012,108,CThomas,1,1,5,4,1,2,30,0,2
75978,2013 U.S. LEXIS 3160,2012,109,RBGinsburg,2,2,5,4,1,2,30,0,2
75979,2013 U.S. LEXIS 3160,2012,110,SGBreyer,1,1,5,4,1,2,30,0,2
75980,2013 U.S. LEXIS 3160,2012,112,SAAlito,1,1,5,4,1,2,30,0,2
75981,2013 U.S. LEXIS 3160,2012,113,SSotomayor,2,2,5,4,1,2,30,0,2
75982,2013 U.S. LEXIS 3160,2012,114,EKagan,2,2,5,4,1,2,30,0,2
76001,2013 U.S. LEXIS 3518,2012,111,JGRoberts,1,2,5,4,9,1,22,0,2
76004,2013 U.S. LEXIS 3518,2012,108,CThomas,1,2,5,4,9,1,22,0,2
76005,2013 U.S. LEXIS 3518,2012,109,RBGinsburg,2,1,5,4,9,1,22,0,2
76006,2013 U.S. LEXIS 3518,2012,110,SGBreyer,2,1,5,4,9,1,22,0,2
76007,2013 U.S. LEXIS 3518,2012,112,SAAlito,1,2,5,4,9,1,22,0,2
76008,2013 U.S. LEXIS 3518,2012,113,SSotomayor,2,1,5,4,9,1,22,0,2
76009,2013 U.S. LEXIS 3518,2012,114,EKagan,2,1,5,4,9,1,22,0,2
76010,2013 U.S. LEXIS 3520,2012,111,JGRoberts,2,2,9,0,10,2,34,0,6
76013,2013 U.S. LEXIS 3520,2012,108,CThomas,2,2,9,0,10,2,34,0,6
76014,2013 U.S. LEXIS 3520,2012,109,RBGinsburg,2,2,9,0,10,2,34,0,6
76015,2013 U.S. LEXIS 3520,2012,110,SGBreyer,2,2,9,0,10,2,34,0,6
76016,2013 U.S. LEXIS 3520,2012,112,SAAlito,2,2,9,0,10,2,34,0,6
76017,2013 U.S. LEXIS 3520,2012,113,SSotomayor,2,2,9,0,10,2,34,0,6
76018,2013 U.S. LEXIS 3520,2012,114,EKagan,2,2,9,0,10,2,34,0,6
76091,2013 U.S. LEXIS 4165,2012,111,JGRoberts,1,2,5,4,1,1,25,0,2
76094,2013 U.S. LEXIS 4165,2012,108,CThomas,1,2,5,4,1,1,25,0,2
76095,2013 U.S. LEXIS 4165,2012,109,RBGinsburg,2,1,5,4,1,1,25,0,2
76096,2013 U.S. LEXIS 4165,2012,110,SGBreyer,1,2,5,4,1,1,25,0,2
76097,2013 U.S. LEXIS 4165,2012,112,SAAlito,1,2,5,4,1,1,25,0,2
76098,2013 U.S. LEXIS 4165,2012,113,SSotomayor,2,1,5,4,1,1,25,0,2
76099,2013 U.S. LEXIS 4165,2012,114,EKagan,2,1,5,4,1,1,25,0,2
76100,2013 U.S. LEXIS 4167,2012,111,JGRoberts,2,2,9,0,10,2,55,0,6
76103,2013 U.S. LEXIS 4167,2012,108,CThomas,2,2,9,0,10,2,55,0,6
76104,2013 U.S. LEXIS 4167,2012,109,RBGinsburg,2,2,9,0,10,2,55,0,6
76105,2013 U.S. LEXIS 4167,2012,110,SGBreyer,2,2,9,0,10,2,55,0,6
76106,2013 U.S. LEXIS 4167,2012,112,SAAlito,2,2,9,0,10,2,55,0,6
76107,2013 U.S. LEXIS 4167,2012,113,SSotomayor,2,2,9,0,10,2,55,0,6
76108,2013 U.S. LEXIS 4167,2012,114,EKagan,2,2,9,0,10,2,55,0,6
76181,2013 U.S. LEXIS 4697,2012,111,JGRoberts,1,2,5,4,1,1,51,0,2
76184,2013 U.S. LEXIS 4697,2012,108,CThomas,1,2,5,4,1,1,51,0,2
76185,2013 U.S. LEXIS 4697,2012,109,RBGinsburg,2,1,5,4,1,1,51,0,2
76186,2013 U.S. LEXIS 4697,2012,110,SGBreyer,2,1,5,4,1,1,51,0,2
76187,2013 U.S. LEXIS 4697,2012,112,SAAlito,1,2,5,4,1,1,51,0,2
76188,2013 U.S. LEXIS 4697,2012,113,SSotomayor,2,1,5,4,1,1,51,0,2
76189,2013 U.S. LEXIS 4697,2012,114,EKagan,2,1,5,4,1,1,51,0,2
76307,2013 U.S. LEXIS 4918,2012,111,JGRoberts,2,2,5,4,4,2,12,0,2
76310,2013 U.S. LEXIS 4918,2012,108,CThomas,2,2,5,4,4,2,12,0,2
76311,2013 U.S. LEXIS 4918,2012,109,RBGinsburg,1,1,5,4,4,2,12,0,2
76312,2013 U.S. LEXIS 4918,2012,110,SGBreyer,1,1,5,4,4,2,12,0,2
76313,2013 U.S. LEXIS 4918,2012,112,SAAlito,2,2,5,4,4,2,12,0,2
76314,2013 U.S. LEXIS 4918,2012,113,SSotomayor,1,1,5,4,4,2,12,0,2
76315,2013 U.S. LEXIS 4918,2012,114,EKagan,1,1,5,4,4,2,12,0,2
76316,2013 U.S. LEXIS 4916,2012,111,JGRoberts,1,2,5,4,2,1,48,0,6
76319,2013 U.S. LEXIS 4916,2012,108,CThomas,1,2,5,4,2,1,48,0,6
76320,2013 U.S. LEXIS 4916,2012,109,RBGinsburg,2,1,5,4,2,1,48,0,6
76321,2013 U.S. LEXIS 4916,2012,110,SGBreyer,1,2,5,4,2,1,48,0,6
76322,2013 U.S. LEXIS 4916,2012,112,SAAlito,1,2,5,4,2,1,48,0,6
76323,2013 U.S. LEXIS 4916,2012,113,SSotomayor,2,1,5,4,2,1,48,0,6
76324,2013 U.S. LEXIS 4916,2012,114,EKagan,2,1,5,4,2,1,48,0,6
76433,2013 U.S. LEXIS 9020,2013,111,JGRoberts,1,2,9,0,1,1,20,0,2
76436,2013 U.S. LEXIS 9020,2013,108,CThomas,1,2,9,0,1,1,20,0,2
76437,2013 U.S. LEXIS 9020,2013,109,RBGinsburg,1,2,9,0,1,1,20,0,2
76438,2013 U.S. LEXIS 9020,2013,110,SGBreyer,1,2,9,0,1,1,20,0,2
76439,2013 U.S. LEXIS 9020,2013,112,SAAlito,1,2,9,0,1,1,20,0,2
76440,2013 U.S. LEXIS 9020,2013,113,SSotomayor,1,2,9,0,1,1,20,0,2
76441,2013 U.S. LEXIS 9020,2013,114,EKagan,1,2,9,0,1,1,20,0,2
76505,2014 U.S. LEXIS 798,2013,111,JGRoberts,2,2,6,3,3,2,7,0,6
76508,2014 U.S. LEXIS 798,2013,108,CThomas,1,1,6,3,3,2,7,0,6
76509,2014 U.S. LEXIS 798,2013,109,RBGinsburg,2,2,6,3,3,2,7,0,6
76510,2014 U.S. LEXIS 798,2013,110,SGBreyer,2,2,6,3,3,2,7,0,6
76511,2014 U.S. LEXIS 798,2013,112,SAAlito,2,2,6,3,3,2,7,0,6
76512,2014 U.S. LEXIS 798,2013,113,SSotomayor,2,2,6,3,3,2,7,0,6
76513,2014 U.S. LEXIS 798,2013,114,EKagan,1,1,6,3,3,2,7,0,6
76514,2014 U.S. LEXIS 1012,2013,111,JGRoberts,2,2,9,0,2,2,1,0,2
76517,2014 U.S. LEXIS 1012,2013,108,CThomas,2,2,9,0,2,2,1,0,2
76518,2014 U.S. LEXIS 1012,2013,109,RBGinsburg,2,2,9,0,2,2,1,0,2
76519,2014 U.S. LEXIS 1012,2013,110,SGBreyer,2,2,9,0,2,2,1,0,2
76520,2014 U.S. LEXIS 1012,2013,112,SAAlito,2,2,9,0,2,2,1,0,2
76521,2014 U.S. LEXIS 1012,2013,113,SSotomayor,2,2,9,0,2,2,1,0,2
76522,2014 U.S. LEXIS 1012,2013,114,EKagan,2,2,9,0,2,2,1,0,2
76532,2014 U.S. LEXIS 1636,2013,111,JGRoberts,1,2,6,3,1,1,6,0,2
76535,2014 U.S. LEXIS 1636,2013,108,CThomas,1,2,6,3,1,1,6,0,2
76536,2014 U.S. LEXIS 1636,2013,109,RBGinsburg,2,1,6,3,1,1,6,0,2
76537,2014 U.S. LEXIS 1636,2013,110,SGBreyer,1,2,6,3,1,1,6,0,2
76538,2014 U.S. LEXIS 1636,2013,112,SAAlito,1,2,6,3,1,1,6,0,2
76539,2014 U.S. LEXIS 1636,2013,113,SSotomayor,2,1,6,3,1,1,6,0,2
76540,2014 U.S. LEXIS 1636,2013,114,EKagan,2,1,6,3,1,1,6,0,2
76676,2014 U.S. LEXIS 2930,2013,111,JGRoberts,1,2,5,4,1,1,6,0,2
76679,2014 U.S. LEXIS 2930,2013,108,CThomas,1,2,5,4,1,1,6,0,2
76680,2014 U.S. LEXIS 2930,2013,109,RBGinsburg,2,1,5,4,1,1,6,0,2
76681,2014 U.S. LEXIS 2930,2013,110,SGBreyer,1,2,5,4,1,1,6,0,2
76682,2014 U.S. LEXIS 2930,2013,112,SAAlito,1,2,5,4,1,1,6,0,2
76683,2014 U.S. LEXIS 2930,2013,113,SSotomayor,2,1,5,4,1,1,6,0,2
76684,2014 U.S. LEXIS 2930,2013,114,EKagan,2,1,5,4,1,1,6,0,2
76766,2014 U.S. LEXIS 3615,2013,111,JGRoberts,1,1,5,4,1,2,12,0,2
76769,2014 U.S. LEXIS 3615,2013,108,CThomas,1,1,5,4,1,2,12,0,2
76770,2014 U.S. LEXIS 3615,2013,109,RBGinsburg,2,2,5,4,1,2,12,0,2
76771,2014 U.S. LEXIS 3615,2013,110,SGBreyer,2,2,5,4,1,2,12,0,2
76772,2014 U.S. LEXIS 3615,2013,112,SAAlito,1,1,5,4,1,2,12,0,2
76773,2014 U.S. LEXIS 3615,2013,113,SSotomayor,2,2,5,4,1,2,12,0,2
76774,2014 U.S. LEXIS 3615,2013,114,EKagan,2,2,5,4,1,2,12,0,2
76802,2014 U.S. LEXIS 3613,2013,111,JGRoberts,2,2,9,0,1,2,17,0,2
76805,2014 U.S. LEXIS 3613,2013,108,CThomas,2,2,9,0,1,2,17,0,2
76806,2014 U.S. LEXIS 3613,2013,109,RBGinsburg,2,2,9,0,1,2,17,0,2
76807,2014 U.S. LEXIS 3613,2013,110,SGBreyer,2,2,9,0,1,2,17,0,2
76808,2014 U.S. LEXIS 3613,2013,112,SAAlito,2,2,9,0,1,2,17,0,2
76809,2014 U.S. LEXIS 3613,2013,113,SSotomayor,2,2,9,0,1,2,17,0,2
76810,2014 U.S. LEXIS 3613,2013,114,EKagan,2,2,9,0,1,2,17,0,2
76937,2014 U.S. LEXIS 4497,2013,111,JGRoberts,2,2,9,0,1,2,6,0,2
76940,2014 U.S. LEXIS 4497,2013,108,CThomas,2,2,9,0,1,2,6,0,2
76941,2014 U.S. LEXIS 4497,2013,109,RBGinsburg,2,2,9,0,1,2,6,0,2
76942,2014 U.S. LEXIS 4497,2013,110,SGBreyer,2,2,9,0,1,2,6,0,2
76943,2014 U.S. LEXIS 4497,2013,112,SAAlito,2,2,9,0,1,2,6,0,2
76944,2014 U.S. LEXIS 4497,2013,113,SSotomayor,2,2,9,0,1,2,6,0,2
76945,2014 U.S. LEXIS 4497,2013,114,EKagan,2,2,9,0,1,2,6,0,2
77036,2014 U.S. LEXIS 8306,2014,111,JGRoberts,1,2,8,1,1,1,38,0,2
77039,2014 U.S. LEXIS 8306,2014,108,CThomas,1,2,8,1,1,1,38,0,2
77040,2014 U.S. LEXIS 8306,2014,109,RBGinsburg,1,2,8,1,1,1,38,0,2
77041,2014 U.S. LEXIS 8306,2014,110,SGBreyer,1,2,8,1,1,1,38,0,2
77042,2014 U.S. LEXIS 8306,2014,112,SAAlito,1,2,8,1,1,1,38,0,2
77043,2014 U.S. LEXIS 8306,2014,113,SSotomayor,2,1,8,1,1,1,38,0,2
77044,2014 U.S. LEXIS 8306,2014,114,EKagan,1,2,8,1,1,1,38,0,2
77198,2015 U.S. LEXIS 3404,2014,111,JGRoberts,1,2,5,4,8,1,25,0,1
77201,2015 U.S. LEXIS 3404,2014,108,CThomas,2,1,5,4,8,1,25,0,1
77202,2015 U.S. LEXIS 3404,2014,109,RBGinsburg,2,1,5,4,8,1,25,0,1
77203,2015 U.S. LEXIS 3404,2014,110,SGBreyer,1,2,5,4,8,1,25,0,1
77204,2015 U.S. LEXIS 3404,2014,112,SAAlito,1,2,5,4,8,1,25,0,1
77205,2015 U.S. LEXIS 3404,2014,113,SSotomayor,1,2,5,4,8,1,25,0,1
77206,2015 U.S. LEXIS 3404,2014,114,EKagan,2,1,5,4,8,1,25,0,1
77423,2015 U.S. LEXIS 4060,2014,111,JGRoberts,1,2,9,0,1,1,41,0,2
77426,2015 U.S. LEXIS 4060,2014,108,CThomas,1,2,9,0,1,1,41,0,2
77427,2015 U.S. LEXIS 4060,2014,109,RBGinsburg,1,2,9,0,1,1,41,0,2
77428,2015 U.S. LEXIS 4060,2014,110,SGBreyer,1,2,9,0,1,1,41,0,2
77429,2015 U.S. LEXIS 4060,2014,112,SAAlito,1,2,9,0,1,1,41,0,2
77430,2015 U.S. LEXIS 4060,2014,113,SSotomayor,1,2,9,0,1,1,41,0,2
77431,2015 U.S. LEXIS 4060,2014,114,EKagan,1,2,9,0,1,1,41,0,2
77477,2015 U.S. LEXIS 2983,2014,111,JGRoberts,2,2,5,4,3,2,12,0,2
77480,2015 U.S. LEXIS 2983,2014,108,CThomas,1,1,5,4,3,2,12,0,2
77481,2015 U.S. LEXIS 2983,2014,109,RBGinsburg,2,2,5,4,3,2,12,0,2
77482,2015 U.S. LEXIS 2983,2014,110,SGBreyer,2,2,5,4,3,2,12,0,2
77483,2015 U.S. LEXIS 2983,2014,112,SAAlito,1,1,5,4,3,2,12,0,2
77484,2015 U.S. LEXIS 2983,2014,113,SSotomayor,2,2,5,4,3,2,12,0,2
77485,2015 U.S. LEXIS 2983,2014,114,EKagan,2,2,5,4,3,2,12,0,2
77648,2015 U.S. LEXIS 2124,2014,111,JGRoberts,2,2,9,0,1,2,38,0,2
77651,2015 U.S. LEXIS 2124,2014,108,CThomas,2,2,9,0,1,2,38,0,2
77652,2015 U.S. LEXIS 2124,2014,109,RBGinsburg,2,2,9,0,1,2,38,0,2
77653,2015 U.S. LEXIS 2124,2014,110,SGBreyer,2,2,9,0,1,2,38,0,2
77654,2015 U.S. LEXIS 2124,2014,112,SAAlito,2,2,9,0,1,2,38,0,2
77655,2015 U.S. LEXIS 2124,2014,113,SSotomayor,2,2,9,0,1,2,38,0,2
77656,2015 U.S. LEXIS 2124,2014,114,EKagan,2,2,9,0,1,2,38,0,2
77691,2015 U.S. LEXIS 7999,2015,111,JGRoberts,1,2,6,3,8,1,6,0,3
77694,2015 U.S. LEXIS 7999,2015,108,CThomas,2,1,6,3,8,1,6,0,3
77695,2015 U.S. LEXIS 7999,2015,109,RBGinsburg,2,1,6,3,8,1,6,0,3
77696,2015 U.S. LEXIS 7999,2015,110,SGBreyer,1,2,6,3,8,1,6,0,3
77697,2015 U.S. LEXIS 7999,2015,112,SAAlito,1,2,6,3,8,1,6,0,3
77698,2015 U.S. LEXIS 7999,2015,113,SSotomayor,2,1,6,3,8,1,6,0,3
77699,2015 U.S. LEXIS 7999,2015,114,EKagan,1,2,6,3,8,1,6,0,3
77700,2016 U.S. LEXIS 845,2015,111,JGRoberts,1,2,8,1,1,1,20,0,2
77703,2016 U.S. LEXIS 845,2015,108,CThomas,1,2,8,1,1,1,20,0,2
77704,2016 U.S. LEXIS 845,2015,109,RBGinsburg,1,2,8,1,1,1,20,0,2
77705,2016 U.S. LEXIS 845,2015,110,SGBreyer,1,2,8,1,1,1,20,0,2
77706,2016 U.S. LEXIS 845,2015,112,SAAlito,1,2,8,1,1,1,20,0,2
77707,2016 U.S. LEXIS 845,2015,113,SSotomayor,2,1,8,1,1,1,20,0,2
77708,2016 U.S. LEXIS 845,2015,114,EKagan,1,2,8,1,1,1,20,0,2
77709,2015 U.S. LEXIS 1942,2015,111,JGRoberts,2,2,6,3,1,2,22,0,2
77712,2015 U.S. LEXIS 1942,2015,108,CThomas,1,1,6,3,1,2,22,0,2
77713,2015 U.S. LEXIS 1942,2015,109,RBGinsburg,2,2,6,3,1,2,22,0,2
77714,2015 U.S. LEXIS 1942,2015,110,SGBreyer,2,2,6,3,1,2,22,0,2
77715,2015 U.S. LEXIS 1942,2015,112,SAAlito,1,1,6,3,1,2,22,0,2
77716,2015 U.S. LEXIS 1942,2015,113,SSotomayor,2,2,6,3,1,2,22,0,2
77717,2015 U.S. LEXIS 1942,2015,114,EKagan,2,2,6,3,1,2,22,0,2
77718,2016 U.S. LEXIS 619,2015,111,JGRoberts,2,2,8,1,1,2,12,1,2
77721,2016 U.S. LEXIS 619,2015,108,CThomas,2,2,8,1,1,2,12,1,2
77722,2016 U.S. LEXIS 619,2015,109,RBGinsburg,2,2,8,1,1,2,12,1,2
77723,2016 U.S. LEXIS 619,2015,110,SGBreyer,2,2,8,1,1,2,12,1,2
77724,2016 U.S. LEXIS 619,2015,112,SAAlito,1,1,8,1,1,2,12,1,2
77725,2016 U.S. LEXIS 619,2015,113,SSotomayor,2,2,8,1,1,2,12,1,2
77726,2016 U.S. LEXIS 619,2015,114,EKagan,2,2,8,1,1,2,12,1,2
77753,2016 U.S. LEXIS 3486,2015,111,JGRoberts,2,2,7,1,1,2,13,0,2
77755,2016 U.S. LEXIS 3486,2015,108,CThomas,1,1,7,1,1,2,13,0,2
77756,2016 U.S. LEXIS 3486,2015,109,RBGinsburg,2,2,7,1,1,2,13,0,2
77757,2016 U.S. LEXIS 3486,2015,110,SGBreyer,2,2,7,1,1,2,13,0,2
77758,2016 U.S. LEXIS 3486,2015,112,SAAlito,2,2,7,1,1,2,13,0,2
77759,2016 U.S. LEXIS 3486,2015,113,SSotomayor,2,2,7,1,1,2,13,0,2
77760,2016 U.S. LEXIS 3486,2015,114,EKagan,2,2,7,1,1,2,13,0,2
77878,2016 U.S. LEXIS 2796,2015,111,JGRoberts,2,1,6,2,8,1,33,0,1
77880,2016 U.S. LEXIS 2796,2015,108,CThomas,2,1,6,2,8,1,33,0,1
77881,2016 U.S. LEXIS 2796,2015,109,RBGinsburg,1,2,6,2,8,1,33,0,1
77882,2016 U.S. LEXIS 2796,2015,110,SGBreyer,1,2,6,2,8,1,33,0,1
77883,2016 U.S. LEXIS 2796,2015,112,SAAlito,1,2,6,2,8,1,33,0,1
77884,2016 U.S. LEXIS 2796,2015,113,SSotomayor,1,2,6,2,8,1,33,0,1
77885,2016 U.S. LEXIS 2796,2015,114,EKagan,1,2,6,2,8,1,33,0,1
77943,2016 U.S. LEXIS 3773,2015,111,JGRoberts,2,2,6,2,1,2,46,0,2
77945,2016 U.S. LEXIS 3773,2015,108,CThomas,2,2,6,2,1,2,46,0,2
77946,2016 U.S. LEXIS 3773,2015,109,RBGinsburg,2,2,6,2,1,2,46,0,2
77947,2016 U.S. LEXIS 3773,2015,110,SGBreyer,1,1,6,2,1,2,46,0,2
77948,2016 U.S. LEXIS 3773,2015,112,SAAlito,2,2,6,2,1,2,46,0,2
77949,2016 U.S. LEXIS 3773,2015,113,SSotomayor,1,1,6,2,1,2,46,0,2
77950,2016 U.S. LEXIS 3773,2015,114,EKagan,2,2,6,2,1,2,46,0,2
77983,2016 U.S. LEXIS 3926,2015,111,JGRoberts,1,2,5,3,1,1,52,0,2
77985,2016 U.S. LEXIS 3926,2015,108,CThomas,1,2,5,3,1,1,52,0,2
77986,2016 U.S. LEXIS 3926,2015,109,RBGinsburg,2,1,5,3,1,1,52,0,2
77987,2016 U.S. LEXIS 3926,2015,110,SGBreyer,1,2,5,3,1,1,52,0,2
77988,2016 U.S. LEXIS 3926,2015,112,SAAlito,1,2,5,3,1,1,52,0,2
77989,2016 U.S. LEXIS 3926,2015,113,SSotomayor,2,1,5,3,1,1,52,0,2
77990,2016 U.S. LEXIS 3926,2015,114,EKagan,2,1,5,3,1,1,52,0,2
78023,2016 U.S. LEXIS 3774,2015,111,JGRoberts,1,1,5,3,4,2,45,0,2
78025,2016 U.S. LEXIS 3774,2015,108,CThomas,1,1,5,3,4,2,45,0,2
78026,2016 U.S. LEXIS 3774,2015,109,RBGinsburg,2,2,5,3,4,2,45,0,2
78027,2016 U.S. LEXIS 3774,2015,110,SGBreyer,2,2,5,3,4,2,45,0,2
78028,2016 U.S. LEXIS 3774,2015,112,SAAlito,1,1,5,3,4,2,45,0,2
78029,2016 U.S. LEXIS 3774,2015,113,SSotomayor,2,2,5,3,4,2,45,0,2
78030,2016 U.S. LEXIS 3774,2015,114,EKagan,2,2,5,3,4,2,45,0,2
78079,2016 U.S. LEXIS 3349,2015,111,JGRoberts,1,2,8,0,1,1,31,0,2
78081,2016 U.S. LEXIS 3349,2015,108,CThomas,1,2,8,0,1,1,31,0,2
78082,2016 U.S. LEXIS 3349,2015,109,RBGinsburg,1,2,8,0,1,1,31,0,2
78083,2016 U.S. LEXIS 3349,2015,110,SGBreyer,1,2,8,0,1,1,31,0,2
78084,2016 U.S. LEXIS 3349,2015,112,SAAlito,1,2,8,0,1,1,31,0,2
78085,2016 U.S. LEXIS 3349,2015,113,SSotomayor,1,2,8,0,1,1,31,0,2
78086,2016 U.S. LEXIS 3349,2015,114,EKagan,1,2,8,0,1,1,31,0,2
78128,2016 U.S. LEXIS 947,2015,111,JGRoberts,2,2,9,0,6,2,16,0,9
78131,2016 U.S. LEXIS 947,2015,108,CThomas,2,2,9,0,6,2,16,0,9
78132,2016 U.S. LEXIS 947,2015,109,RBGinsburg,2,2,9,0,6,2,16,0,9
78133,2016 U.S. LEXIS 947,2015,110,SGBreyer,2,2,9,0,6,2,16,0,9
78134,2016 U.S. LEXIS 947,2015,112,SAAlito,2,2,9,0,6,2,16,0,9
78135,2016 U.S. LEXIS 947,2015,113,SSotomayor,2,2,9,0,6,2,16,0,9
78136,2016 U.S. LEXIS 947,2015,114,EKagan,2,2,9,0,6,2,16,0,9
78137,2016 U.S. LEXIS 1653,2015,111,JGRoberts,2,2,8,0,8,2,1,0,1
78139,2016 U.S. LEXIS 1653,2015,108,CThomas,2,2,8,0,8,2,1,0,1
78140,2016 U.S. LEXIS 1653,2015,109,RBGinsburg,2,2,8,0,8,2,1,0,1
78141,2016 U.S. LEXIS 1653,2015,110,SGBreyer,2,2,8,0,8,2,1,0,1
78142,2016 U.S. LEXIS 1653,2015,112,SAAlito,2,2,8,0,8,2,1,0,1
78143,2016 U.S. LEXIS 1653,2015,113,SSotomayor,2,2,8,0,8,2,1,0,1
78144,2016 U.S. LEXIS 1653,2015,114,EKagan,2,2,8,0,8,2,1,0,1
78145,2016 U.S. LEXIS 1654,2015,111,JGRoberts,2,2,6,2,1,2,22,0,2
78147,2016 U.S. LEXIS 1654,2015,108,CThomas,1,1,6,2,1,2,22,0,2
